filename,width,height,class,xmin,ymin,xmax,ymax
000303.jpg,500,377,car,15,39,500,280
000303.jpg,500,377,car,465,71,500,165
000303.jpg,500,377,car,445,68,500,93
000303.jpg,500,377,car,1,63,93,113
000303.jpg,500,377,car,2,81,85,131
000303.jpg,500,377,car,1,111,51,196
000304.jpg,375,500,tvmonitor,82,96,242,238
000305.jpg,333,500,bicycle,16,232,296,500
000305.jpg,333,500,person,57,79,323,474
000306.jpg,500,176,cow,89,32,144,72
000306.jpg,500,176,cow,114,36,182,86
000306.jpg,500,176,cow,237,46,302,87
000306.jpg,500,176,cow,303,42,380,87
000307.jpg,500,375,pottedplant,2,3,500,375
000307.jpg,500,375,pottedplant,1,229,40,375
000308.jpg,500,375,person,351,100,433,190
000308.jpg,500,375,person,224,124,308,269
000308.jpg,500,375,person,144,153,243,321
000308.jpg,500,375,person,163,114,225,167
000308.jpg,500,375,person,216,107,276,154
000308.jpg,500,375,diningtable,33,136,396,317
000311.jpg,500,375,car,47,42,433,354
000312.jpg,500,335,train,3,2,500,334
000320.jpg,375,500,car,305,8,337,27
000320.jpg,375,500,car,272,10,304,26
000320.jpg,375,500,car,228,1,273,29
000320.jpg,375,500,person,1,78,372,500
000321.jpg,333,500,person,44,167,249,458
000322.jpg,500,332,person,13,2,469,332
000323.jpg,500,375,person,277,3,500,375
000323.jpg,500,375,person,12,3,305,375
000325.jpg,500,375,aeroplane,100,63,500,200
000329.jpg,500,333,car,291,211,318,233
000329.jpg,500,333,car,219,220,241,237
000329.jpg,500,333,car,259,212,274,224
000331.jpg,375,500,chair,171,234,373,482
000331.jpg,375,500,chair,61,222,138,426
000331.jpg,375,500,chair,1,366,50,500
000331.jpg,375,500,person,149,254,358,467
000334.jpg,500,302,car,37,110,273,178
000336.jpg,500,430,dog,4,7,472,426
000337.jpg,500,375,bicycle,76,153,160,276
000337.jpg,500,375,bicycle,219,176,429,374
000337.jpg,500,375,person,29,29,68,111
000337.jpg,500,375,person,119,4,162,53
000337.jpg,500,375,person,113,28,167,131
000337.jpg,500,375,person,242,17,288,103
000337.jpg,500,375,person,68,92,165,255
000337.jpg,500,375,person,235,30,403,362
000337.jpg,500,375,person,176,75,231,132
000337.jpg,500,375,person,233,88,259,157
000338.jpg,500,333,person,197,91,216,116
000338.jpg,500,333,car,82,73,384,203
000344.jpg,375,500,bottle,89,2,307,441
000352.jpg,500,375,person,33,68,149,247
000352.jpg,500,375,person,131,68,210,249
000352.jpg,500,375,person,198,59,309,284
000352.jpg,500,375,person,294,83,500,375
000352.jpg,500,375,sofa,12,100,500,375
000354.jpg,500,375,cat,153,116,356,375
000355.jpg,500,333,car,22,36,427,293
000359.jpg,432,500,dog,263,266,388,479
000359.jpg,432,500,person,25,13,288,481
000359.jpg,432,500,chair,39,84,420,426
000363.jpg,500,333,bird,59,15,220,239
000363.jpg,500,333,bird,161,122,500,333
000367.jpg,500,375,bottle,227,124,271,265
000367.jpg,500,375,bottle,331,122,390,354
000367.jpg,500,375,bottle,394,183,422,340
000367.jpg,500,375,bottle,285,125,326,340
000367.jpg,500,375,car,430,184,500,229
000367.jpg,500,375,car,2,255,500,375
000367.jpg,500,375,person,174,66,295,265
000370.jpg,500,374,boat,94,104,253,256
000370.jpg,500,374,boat,244,122,420,257
000372.jpg,500,334,person,269,19,360,296
000372.jpg,500,334,horse,354,114,420,156
000372.jpg,500,334,horse,78,22,253,304
000373.jpg,333,500,car,19,343,319,453
000374.jpg,500,375,motorbike,48,85,499,374
000374.jpg,500,375,person,125,2,316,344
000374.jpg,500,375,person,44,4,128,167
000374.jpg,500,375,person,315,31,352,112
000374.jpg,500,375,person,295,35,320,115
000374.jpg,500,375,person,217,40,248,84
000374.jpg,500,375,person,21,43,51,127
000374.jpg,500,375,person,471,36,497,126
000374.jpg,500,375,person,447,36,472,117
000374.jpg,500,375,person,361,41,374,103
000380.jpg,500,333,bicycle,3,4,499,331
000381.jpg,375,500,diningtable,6,184,375,500
000381.jpg,375,500,chair,79,157,144,266
000381.jpg,375,500,chair,1,199,80,353
000381.jpg,375,500,chair,1,382,111,499
000381.jpg,375,500,bottle,155,8,174,37
000391.jpg,500,458,pottedplant,57,47,465,458
000395.jpg,500,322,bird,104,54,429,264
000400.jpg,375,500,cat,11,49,332,489
000403.jpg,500,375,cat,157,90,486,372
000404.jpg,500,333,car,133,89,394,321
000406.jpg,500,375,car,54,285,114,313
000406.jpg,500,375,person,109,279,125,319
000406.jpg,500,375,person,92,291,110,323
000406.jpg,500,375,person,237,281,249,309
000406.jpg,500,375,person,280,290,291,308
000406.jpg,500,375,car,426,292,458,315
000407.jpg,480,360,person,210,33,328,191
000407.jpg,480,360,horse,65,73,403,310
000411.jpg,240,320,person,127,190,158,277
000411.jpg,240,320,person,199,194,233,275
000411.jpg,240,320,person,167,196,185,236
000411.jpg,240,320,person,88,193,119,294
000411.jpg,240,320,person,20,195,55,297
000411.jpg,240,320,person,1,198,19,295
000411.jpg,240,320,person,65,185,90,293
000411.jpg,240,320,person,53,195,65,230
000411.jpg,240,320,person,43,196,56,214
000411.jpg,240,320,person,157,195,168,223
000420.jpg,500,375,car,78,29,475,347
000424.jpg,500,325,bird,65,159,134,216
000424.jpg,500,325,bird,189,197,284,254
000424.jpg,500,325,bird,327,209,401,252
000424.jpg,500,325,bird,411,177,486,227
000430.jpg,500,375,cat,6,1,500,326
000433.jpg,500,370,chair,220,81,469,364
000433.jpg,500,370,person,196,56,454,357
000435.jpg,500,332,horse,205,108,427,295
000435.jpg,500,332,person,235,75,300,275
000443.jpg,500,464,person,12,18,107,318
000443.jpg,500,464,dog,176,117,327,268
000448.jpg,500,375,diningtable,123,129,465,375
000448.jpg,500,375,person,229,57,314,167
000448.jpg,500,375,person,171,85,221,152
000448.jpg,500,375,person,88,71,142,112
000448.jpg,500,375,person,11,124,190,375
000448.jpg,500,375,person,47,92,225,286
000448.jpg,500,375,person,5,72,51,182
000448.jpg,500,375,person,251,65,357,188
000448.jpg,500,375,person,335,81,422,217
000448.jpg,500,375,person,345,107,500,338
000448.jpg,500,375,person,279,226,433,375
000450.jpg,375,500,train,38,36,325,426
000454.jpg,500,297,dog,1,15,460,297
000459.jpg,500,334,chair,117,25,290,114
000459.jpg,500,334,diningtable,26,86,500,332
000461.jpg,500,333,car,9,100,323,231
000462.jpg,500,375,cow,1,3,465,375
000463.jpg,500,175,motorbike,196,77,301,165
000463.jpg,500,175,person,221,47,283,161
000463.jpg,500,175,car,482,42,500,73
000468.jpg,333,500,person,1,143,217,500
000468.jpg,333,500,person,6,191,330,500
000469.jpg,500,375,car,16,28,454,315
000474.jpg,500,375,car,53,157,448,359
000474.jpg,500,375,boat,15,61,99,156
000474.jpg,500,375,boat,202,83,258,160
000474.jpg,500,375,boat,332,110,372,153
000474.jpg,500,375,boat,423,148,461,163
000476.jpg,500,375,person,126,110,358,373
000476.jpg,500,375,dog,208,297,406,375
000476.jpg,500,375,sofa,4,155,378,344
000477.jpg,500,333,bus,1,64,30,170
000477.jpg,500,333,bus,30,99,61,146
000477.jpg,500,333,car,63,132,79,154
000477.jpg,500,333,bicycle,109,188,121,249
000477.jpg,500,333,person,100,130,137,237
000477.jpg,500,333,person,151,131,181,246
000477.jpg,500,333,person,179,133,193,207
000477.jpg,500,333,person,193,135,231,287
000477.jpg,500,333,person,229,138,254,258
000477.jpg,500,333,person,255,121,298,278
000477.jpg,500,333,person,279,132,323,289
000477.jpg,500,333,person,301,130,339,316
000477.jpg,500,333,person,318,117,362,333
000477.jpg,500,333,person,332,131,400,332
000477.jpg,500,333,person,380,125,449,333
000477.jpg,500,333,person,427,125,500,333
000480.jpg,500,375,person,293,162,419,375
000480.jpg,500,375,person,114,165,228,373
000480.jpg,500,375,person,5,172,116,373
000480.jpg,500,375,aeroplane,2,68,486,325
000484.jpg,500,375,pottedplant,76,42,212,214
000484.jpg,500,375,pottedplant,48,38,462,375
000486.jpg,375,500,cat,34,25,337,404
000491.jpg,500,334,cow,2,2,459,334
000492.jpg,500,375,chair,329,253,450,375
000492.jpg,500,375,chair,338,227,416,338
000492.jpg,500,375,chair,12,287,228,375
000492.jpg,500,375,diningtable,26,229,348,375
000494.jpg,375,500,car,1,58,369,458
000499.jpg,500,375,person,230,68,374,291
000499.jpg,500,375,motorbike,140,138,429,322
000503.jpg,500,375,sofa,373,142,500,374
000503.jpg,500,375,sofa,14,146,137,361
000508.jpg,500,375,bird,435,18,500,169
000508.jpg,500,375,bird,247,139,412,375
000508.jpg,500,375,bird,164,47,326,231
000508.jpg,500,375,bird,19,100,156,327
000508.jpg,500,375,bird,155,127,288,329
000509.jpg,500,375,car,1,2,468,375
000516.jpg,500,375,cat,213,91,500,245
000516.jpg,500,375,person,1,9,500,375
000516.jpg,500,375,sofa,2,2,500,375
000520.jpg,334,500,person,74,79,334,451
000522.jpg,500,375,car,36,128,434,271
000523.jpg,375,500,person,145,103,209,256
000523.jpg,375,500,person,212,187,304,417
000523.jpg,375,500,person,365,227,375,274
000523.jpg,375,500,person,343,228,361,255
000523.jpg,375,500,person,325,231,339,246
000523.jpg,375,500,person,308,224,326,243
000523.jpg,375,500,horse,45,199,362,408
000524.jpg,500,322,horse,181,126,362,287
000524.jpg,500,322,person,252,78,312,238
000528.jpg,500,375,cat,124,68,319,310
000530.jpg,332,500,person,1,113,183,408
000530.jpg,332,500,person,61,111,324,476
000530.jpg,332,500,person,159,61,217,168
000530.jpg,332,500,person,315,97,332,155
000530.jpg,332,500,sofa,37,171,332,471
000535.jpg,500,374,bicycle,194,142,352,256
000535.jpg,500,374,bicycle,2,142,121,269
000535.jpg,500,374,person,206,55,316,239
000535.jpg,500,374,person,1,67,71,247
000535.jpg,500,374,person,130,92,171,207
000537.jpg,500,400,dog,111,12,396,400
000540.jpg,500,335,train,135,93,321,298
000543.jpg,500,375,car,22,86,433,344
000543.jpg,500,375,car,23,96,91,146
000543.jpg,500,375,car,298,87,500,243
000549.jpg,375,500,cat,1,49,341,499
000552.jpg,500,331,aeroplane,4,122,498,258
000552.jpg,500,331,aeroplane,98,75,426,167
000554.jpg,500,375,person,118,77,260,304
000554.jpg,500,375,sofa,2,189,500,375
000554.jpg,500,375,car,275,67,368,101
000554.jpg,500,375,car,316,77,436,117
000554.jpg,500,375,car,266,95,397,142
000554.jpg,500,375,car,91,73,179,111
000554.jpg,500,375,car,344,117,433,165
000559.jpg,500,370,bottle,36,250,79,354
000559.jpg,500,370,tvmonitor,160,26,371,241
000563.jpg,500,375,boat,164,165,450,210
000565.jpg,500,375,bicycle,56,92,422,374
000579.jpg,500,332,car,461,155,488,173
000579.jpg,500,332,car,263,159,309,186
000579.jpg,500,332,car,2,139,156,225
000579.jpg,500,332,motorbike,318,163,419,296
000579.jpg,500,332,person,315,123,389,259
000579.jpg,500,332,person,333,126,415,271
000581.jpg,500,332,sheep,140,184,272,292
000583.jpg,500,276,motorbike,13,87,490,248
000583.jpg,500,276,motorbike,239,31,348,105
000583.jpg,500,276,person,233,29,319,81
000583.jpg,500,276,person,111,56,129,112
000583.jpg,500,276,person,132,54,152,94
000583.jpg,500,276,person,156,59,171,75
000588.jpg,500,375,sheep,264,292,320,337
000588.jpg,500,375,sheep,245,275,286,313
000588.jpg,500,375,sheep,264,263,291,289
000588.jpg,500,375,sheep,309,264,334,302
000588.jpg,500,375,sheep,162,283,187,316
000588.jpg,500,375,sheep,142,268,173,291
000588.jpg,500,375,sheep,1,288,21,318
000590.jpg,500,337,car,199,109,500,336
000591.jpg,500,333,person,2,192,32,265
000591.jpg,500,333,person,20,185,68,250
000591.jpg,500,333,person,48,190,76,252
000591.jpg,500,333,person,75,191,100,280
000591.jpg,500,333,person,108,179,143,250
000591.jpg,500,333,person,473,199,489,234
000591.jpg,500,333,chair,174,197,197,238
000591.jpg,500,333,chair,153,193,180,239
000591.jpg,500,333,chair,227,195,245,234
000591.jpg,500,333,diningtable,188,202,220,238
000597.jpg,500,375,person,310,163,356,220
000597.jpg,500,375,person,459,168,497,208
000597.jpg,500,375,person,386,177,465,314
000597.jpg,500,375,chair,230,211,274,270
000597.jpg,500,375,chair,302,242,370,320
000597.jpg,500,375,chair,404,234,468,308
000597.jpg,500,375,chair,488,254,500,295
000597.jpg,500,375,chair,36,225,95,304
000597.jpg,500,375,tvmonitor,195,181,235,212
000597.jpg,500,375,tvmonitor,112,192,139,238
000598.jpg,500,344,tvmonitor,291,230,419,344
000598.jpg,500,344,chair,173,201,259,315
000598.jpg,500,344,tvmonitor,87,146,154,193
000599.jpg,500,375,chair,30,209,243,374
000599.jpg,500,375,sofa,147,159,399,298
000609.jpg,500,375,dog,16,134,460,275
000610.jpg,500,335,aeroplane,50,83,500,285
000612.jpg,375,500,person,158,144,375,500
000612.jpg,375,500,person,1,110,195,500
000612.jpg,375,500,train,1,1,374,213
000613.jpg,500,333,diningtable,171,125,500,333
000613.jpg,500,333,chair,392,223,500,333
000613.jpg,500,333,chair,17,218,144,333
000613.jpg,500,333,person,31,110,184,333
000613.jpg,500,333,person,87,110,181,257
000613.jpg,500,333,person,137,103,194,224
000613.jpg,500,333,person,174,91,238,190
000613.jpg,500,333,person,206,102,245,154
000613.jpg,500,333,person,131,39,173,127
000613.jpg,500,333,person,256,84,311,129
000613.jpg,500,333,person,335,87,369,104
000613.jpg,500,333,person,377,85,408,108
000613.jpg,500,333,person,455,97,489,137
000613.jpg,500,333,person,301,127,465,332
000613.jpg,500,333,person,335,103,445,197
000613.jpg,500,333,person,328,95,382,179
000613.jpg,500,333,person,329,100,357,153
000622.jpg,500,375,cow,156,87,401,339
000626.jpg,500,400,person,141,23,313,298
000626.jpg,500,400,tvmonitor,108,35,188,146
000626.jpg,500,400,tvmonitor,32,44,116,128
000626.jpg,500,400,tvmonitor,185,32,220,105
000628.jpg,500,392,car,126,272,376,371
000628.jpg,500,392,car,402,266,500,361
000628.jpg,500,392,car,1,281,77,334
000628.jpg,500,392,pottedplant,91,253,119,299
000628.jpg,500,392,person,320,247,348,301
000632.jpg,500,375,tvmonitor,282,176,351,255
000632.jpg,500,375,sofa,291,275,500,375
000632.jpg,500,375,chair,61,167,178,335
000633.jpg,500,375,tvmonitor,300,122,433,240
000633.jpg,500,375,person,2,22,339,375
000635.jpg,500,375,train,154,149,420,342
000635.jpg,500,375,train,15,209,40,238
000645.jpg,500,375,bird,135,46,500,374
000645.jpg,500,375,bird,124,146,365,375
000648.jpg,500,333,person,394,199,404,223
000648.jpg,500,333,person,424,199,436,220
000648.jpg,500,333,person,434,196,444,220
000648.jpg,500,333,person,443,195,452,220
000648.jpg,500,333,bus,29,113,353,266
000648.jpg,500,333,aeroplane,328,86,474,192
000648.jpg,500,333,car,2,213,28,235
000653.jpg,500,375,car,432,83,500,131
000653.jpg,500,375,car,373,83,458,135
000653.jpg,500,375,car,311,85,408,140
000653.jpg,500,375,car,97,89,222,120
000653.jpg,500,375,car,1,95,106,172
000653.jpg,500,375,car,2,94,444,312
000660.jpg,500,332,sofa,169,76,500,322
000660.jpg,500,332,sofa,1,66,141,260
000663.jpg,422,500,bus,12,2,417,467
000663.jpg,422,500,car,7,39,63,94
000663.jpg,422,500,car,362,24,422,53
000663.jpg,422,500,car,376,36,422,81
000663.jpg,422,500,car,373,68,422,108
000663.jpg,422,500,car,376,98,422,210
000667.jpg,434,500,horse,287,362,415,466
000667.jpg,434,500,horse,271,362,410,476
000671.jpg,326,500,bicycle,48,330,268,471
000672.jpg,500,375,car,12,91,495,307
000675.jpg,500,335,train,29,118,86,258
000675.jpg,500,335,train,1,68,28,292
000675.jpg,500,335,train,79,87,426,272
000676.jpg,500,375,sheep,59,94,472,270
000677.jpg,333,500,person,66,54,333,436
000680.jpg,500,375,bird,213,144,319,241
000682.jpg,500,375,bird,275,154,461,275
000685.jpg,500,375,motorbike,16,2,498,374
000686.jpg,500,375,motorbike,283,91,498,301
000686.jpg,500,375,motorbike,14,100,303,308
000688.jpg,500,317,car,8,42,500,317
000688.jpg,500,317,person,73,14,97,82
000688.jpg,500,317,person,103,10,121,75
000688.jpg,500,317,person,117,1,134,78
000688.jpg,500,317,person,83,3,114,80
000688.jpg,500,317,person,38,1,76,83
000688.jpg,500,317,person,1,1,46,96
000689.jpg,500,353,train,2,39,498,347
000690.jpg,500,375,bicycle,1,188,247,361
000690.jpg,500,375,cat,281,111,336,229
000690.jpg,500,375,person,226,87,336,371
000695.jpg,500,375,horse,109,126,415,366
000695.jpg,500,375,person,220,40,286,264
000695.jpg,500,375,horse,443,159,500,283
000695.jpg,500,375,horse,174,108,332,158
000695.jpg,500,375,person,471,94,500,189
